rank,comp_id,source_id,target_building,address,unit,subject_unit,unit_match,unit_score,floor_plan_relation,relation_reason,plan_signature,metric_similarity_pct,metric_match_count,metric_total_count,metric_fields_used,metric_fields_matched,community,assessed_value,re_assessed_value,nr_assessed_value,fl_assessed_value,assessment_year,year_of_construction,property_type,assessment_class,assessment_class_description,land_use_designation,sub_property_use,land_size_sm,sqft,roll_number,value_delta,value_delta_pct,dataset_id,source_url
21,C-OCU-20260225T223244Z-021,S-OCU-20260225T223244Z-021,3000 Somervale Court SW,109V 3000 SOMERVALE CO SW,109V,209,same_stack+adjacent_floor,120,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.85,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,6010.0,,757508502,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
22,C-OCU-20260225T223244Z-022,S-OCU-20260225T223244Z-022,6000 Somervale Court SW,109V 6000 SOMERVALE CO SW,109V,209,same_stack+adjacent_floor,120,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511761,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
23,C-OCU-20260225T223244Z-023,S-OCU-20260225T223244Z-023,3000 Somervale Court SW,409 3000 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,99.59,16,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,272000,272000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757507686,9000,0.0342,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
24,C-OCU-20260225T223244Z-024,S-OCU-20260225T223244Z-024,5500 Somervale Court SW,409 5500 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:307500,97.98,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,307500,307500,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,6090.0,,200283372,44500,0.1692,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
25,C-OCU-20260225T223244Z-025,S-OCU-20260225T223244Z-025,1000 Somervale Court SW,409 1000 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,95.75,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,272000,272000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757515606,9000,0.0342,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
26,C-OCU-20260225T223244Z-026,S-OCU-20260225T223244Z-026,2000 Somervale Court SW,409 2000 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,95.36,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,272000,272000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7770.0,,757504683,9000,0.0342,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%252000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
27,C-OCU-20260225T223244Z-027,S-OCU-20260225T223244Z-027,6000 Somervale Court SW,409 6000 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:287500,92.71,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,288500,288500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,8980.0,,757511068,25500,0.0970,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
28,C-OCU-20260225T223244Z-028,S-OCU-20260225T223244Z-028,4000 Somervale Court SW,409 4000 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,90.96,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,274000,274000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,11050.0,,757506308,11000,0.0418,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%254000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
29,C-OCU-20260225T223244Z-029,S-OCU-20260225T223244Z-029,5000 Somervale Court SW,409 5000 SOMERVALE CO SW,409,209,same_stack+near_floor,110,same_floor_plan,same stack with strong metric similarity,stack:09|sub_property_use:R201|land_use:M-C2|assessed_bucket:180000,84.82,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,181000,181000,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,15100.0,,200386506,-82000,-0.3118,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
30,C-OCU-20260225T223244Z-030,S-OCU-20260225T223244Z-030,5500 Somervale Court SW,208 5500 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,99.67,16,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,265500,265500,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,6090.0,,200283802,2500,0.0095,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
31,C-OCU-20260225T223244Z-031,S-OCU-20260225T223244Z-031,3000 Somervale Court SW,210 3000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,98.91,16,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,240000,240000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757506902,-23000,-0.0875,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
32,C-OCU-20260225T223244Z-032,S-OCU-20260225T223244Z-032,5500 Somervale Court SW,210 5500 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:312500,97.82,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,312000,312000,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,6090.0,,200283638,49000,0.1863,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
33,C-OCU-20260225T223244Z-033,S-OCU-20260225T223244Z-033,3000 Somervale Court SW,208 3000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:337500,97.21,14,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,338500,338500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,6010.0,,757506704,75500,0.2871,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
34,C-OCU-20260225T223244Z-034,S-OCU-20260225T223244Z-034,1000 Somervale Court SW,210 1000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,95.07,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,240000,240000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514823,-23000,-0.0875,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
35,C-OCU-20260225T223244Z-035,S-OCU-20260225T223244Z-035,2000 Somervale Court SW,210 2000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,94.68,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,240000,240000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7770.0,,757503909,-23000,-0.0875,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%252000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
36,C-OCU-20260225T223244Z-036,S-OCU-20260225T223244Z-036,1000 Somervale Court SW,208 1000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:340000,93.32,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,340500,340500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7560.0,,757514625,77500,0.2947,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%251000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
37,C-OCU-20260225T223244Z-037,S-OCU-20260225T223244Z-037,2000 Somervale Court SW,208 2000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:335000,93.10,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,334500,334500,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,7770.0,,757503701,71500,0.2719,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%252000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
38,C-OCU-20260225T223244Z-038,S-OCU-20260225T223244Z-038,6000 Somervale Court SW,210 6000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:242500,92.86,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,243000,243000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,8980.0,,757510326,-20000,-0.0760,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
39,C-OCU-20260225T223244Z-039,S-OCU-20260225T223244Z-039,6000 Somervale Court SW,208 6000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:310000,91.88,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,311000,311000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,8980.0,,757510284,48000,0.1825,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
40,C-OCU-20260225T223244Z-040,S-OCU-20260225T223244Z-040,4000 Somervale Court SW,210 4000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:230000,89.94,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,231000,231000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,11050.0,,757505565,-32000,-0.1217,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%254000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
41,C-OCU-20260225T223244Z-041,S-OCU-20260225T223244Z-041,4000 Somervale Court SW,208 4000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:310000,89.53,11,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,311000,311000,0,0,2026,2001.0,LI,RE,Residential,M-C2,R201,11050.0,,757505524,48000,0.1825,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%254000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
42,C-OCU-20260225T223244Z-042,S-OCU-20260225T223244Z-042,5000 Somervale Court SW,210 5000 SOMERVALE CO SW,210,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,88.62,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,261000,261000,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,15100.0,,200387264,-2000,-0.0076,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
43,C-OCU-20260225T223244Z-043,S-OCU-20260225T223244Z-043,5000 Somervale Court SW,208 5000 SOMERVALE CO SW,208,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,88.39,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,270000,270000,0,0,2026,2003.0,LI,RE,Residential,M-C2,R201,15100.0,,200386746,7000,0.0266,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
44,C-OCU-20260225T223244Z-044,S-OCU-20260225T223244Z-044,5000 Somervale Court SW,208V 5000 SOMERVALE CO SW,208V,209,same_floor,49,similar_floor_plan,same floor with matching plan indicators,stack:08|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,70.57,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,15100.0,,200386134,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
